Locus tag	Strand	Chr	Begin	End	Length (bp)	Length (aa)	Gene Name	Start codon	Operon	Product	Description	RAST info.	COG
lmo0494	+	NC_003210.1	530515	531108	594	197		ATG		hypothetical protein - RAST_Product: lipase/acylhydrolase family protein	weakly similar to esterase	lipase/acylhydrolase family protein	Amino acid transport and metabolism
lmo0495	+	NC_003210.1	531294	532253	960	319		TTG		hypothetical protein - RAST_Product: Permease of the drug/metabolite transporter (DMT) superfamily	similar to transmembrane protein	Permease of the drug/metabolite transporter (DMT) superfamily	Carbohydrate transport and metabolism; Amino acid transport and metabolism; General function prediction only;
lmo0496	+	NC_003210.1	532328	532552	225	74		ATG		hypothetical protein - RAST_Product: FIG00774392: hypothetical protein	similar to B. subtilis YnzC protein	FIG00774392: hypothetical protein	Function unknown
lmo0497	-	NC_003210.1	532603	534111	1509	502		ATG		hypothetical protein - RAST_Product: glycosyl transferase	similar to sugar transferase	glycosyl transferase	Cell wall/membrane biogenesis
lmo0498	+	NC_003210.1	534307	534756	450	149		ATG		hypothetical protein - RAST_Product: Ribose 5-phosphate isomerase B (EC 5.3.1.6)	similar to ribose 5-phosphate isomerase	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Carbohydrate transport and metabolism
lmo0499	+	NC_003210.1	534753	535421	669	222		ATG		hypothetical protein - RAST_Product: Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	similar to ribulose-5-phosphate 3 epimerase	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Carbohydrate transport and metabolism
lmo0500	+	NC_003210.1	535428	536078	651	216		ATG		hypothetical protein - RAST_Product: Transaldolase (EC 2.2.1.2)	similar to transaldolase	Transaldolase (EC 2.2.1.2)	Carbohydrate transport and metabolism
lmo0501	+	NC_003210.1	536187	538247	2061	686		ATG	Operon_085	hypothetical protein - RAST_Product: Predicted galactitol operon regulator (Transcriptional antiterminator), BglG family / PTS system, mannitol/fructose-specific IIA component (EC 2.7.1.69)	similar to transcription antiterminator BglG family	Predicted galactitol operon regulator (Transcriptional antiterminator), BglG family / PTS system, mannitol/fructose-specific IIA component (EC 2.7.1.69)	Transcription; Carbohydrate transport and metabolism; Signal transduction mechanisms;
lmo0502	+	NC_003210.1	538251	538853	603	200		TTG	Operon_085	hypothetical protein - RAST_Product: Polysialic acid capsule expression protein KpsF	similar to putative sugar-phosphate isomerase	Polysialic acid capsule expression protein KpsF	Cell wall/membrane biogenesis
lmo0503	+	NC_003210.1	538881	539348	468	155		TTG	Operon_085	hypothetical protein - RAST_Product: PTS system, galactitol-specific IIA component (EC 2.7.1.69)	similar to PTS fructose-specific enzyme IIA component	PTS system, galactitol-specific IIA component (EC 2.7.1.69)	Carbohydrate transport and metabolism; Signal transduction mechanisms;
lmo0504	+	NC_003210.1	539365	539763	399	132		ATG	Operon_085	hypothetical protein - RAST_Product: FIG00774044: hypothetical protein	lmo0504	FIG00774044: hypothetical protein	Not in COGs
lmo0505	+	NC_003210.1	539774	540424	651	216		GTG	Operon_085	hypothetical protein - RAST_Product: Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	similar to ribulose-5-phosphate 3-epimerase	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Carbohydrate transport and metabolism
lmo0506	+	NC_003210.1	540421	541467	1047	348		ATG	Operon_085	hypothetical protein - RAST_Product: Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)	similar to polyol (sorbitol) dehydrogenase	Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)	Amino acid transport and metabolism; General function prediction only;
lmo0507	+	NC_003210.1	541483	541776	294	97		ATG	Operon_085	hypothetical protein - RAST_Product: PTS system, galactitol-specific IIB component (EC 2.7.1.69)	similar to PTS system, Galactitol-specific IIB component	PTS system, galactitol-specific IIB component (EC 2.7.1.69)	Carbohydrate transport and metabolism
lmo0508	+	NC_003210.1	541791	543062	1272	423		ATG	Operon_085	hypothetical protein - RAST_Product: PTS system, galactitol-specific IIC component (EC 2.7.1.69)	similar to PTS system, Galactitol-specific IIC component	PTS system, galactitol-specific IIC component (EC 2.7.1.69)	Carbohydrate transport and metabolism
lmo0509	+	NC_003210.1	543202	544137	936	311		ATG		hypothetical protein - RAST_Product: Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	similar to phosphoribosyl pyrophosphate synthetase	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Amino acid transport and metabolism; Nucleotide transport and metabolism;
lmo0510	+	NC_003210.1	544923	545501	579	192		TTG		hypothetical protein - RAST_Product: FIG00774638: hypothetical protein	lmo0510	FIG00774638: hypothetical protein	Not in COGs
lmo0511	+	NC_003210.1	545609	546289	681	226		TTG		hypothetical protein		glutamine amidotransferase, class I	Nucleotide transport and metabolism
lmo0512	-	NC_003210.1	546314	546673	360	119		ATG		hypothetical protein	lmo0512	FIG00774661: hypothetical protein	Not in COGs
lmo0513	-	NC_003210.1	546680	547138	459	152		ATG		hypothetical protein - RAST_Product: transcriptional regulator, MarR family	weakly similar to transcription regulator	transcriptional regulator, MarR family	Transcription
lmo0514	+	NC_003210.1	547520	549337	1818	605		ATG		hypothetical protein - RAST_Product: Internalin-like protein (LPXTG motif) Lmo0514 homolog	similar to internalin protein, putative peptidoglycan bound protein (LPXTG motif)	Internalin-like protein (LPXTG motif) Lmo0514 homolog	Not in COGs
lmo0515	+	NC_003210.1	549438	549869	432	143		ATG		hypothetical protein		universal stress protein family	Signal transduction mechanisms
lmo0516	-	NC_003210.1	549916	551346	1431	476		TTG		hypothetical protein - RAST_Product: Capsule biosynthesis protein capA	similar to Bacillus anthracis encapsulation protein CapA	Capsule biosynthesis protein capA	Cell wall/membrane biogenesis
lmo0517	-	NC_003210.1	551467	552282	816	271		ATG		hypothetical protein - RAST_Product: Hypothetical, related to broad specificity phosphatases COG0406	similar to phosphoglycerate mutase	Hypothetical, related to broad specificity phosphatases COG0406	Carbohydrate transport and metabolism
lmo0518	-	NC_003210.1	552563	552931	369	122		ATG		hypothetical protein - RAST_Product: FIG00774559: hypothetical protein		FIG00774559: hypothetical protein	Function unknown
lmo0519	+	NC_003210.1	553078	554493	1416	471		ATG		hypothetical protein - RAST_Product: drug resistance transporter, EmrB/QacA family	similar to multidrug resistance protein	drug resistance transporter, EmrB/QacA family	Carbohydrate transport and metabolism; Amino acid transport and metabolism; Inorganic ion transport and metabolism; General function prediction only;
lmo0520	+	NC_003210.1	554624	555628	1005	334		ATG		hypothetical protein	similar to transcription regulator	N-acetylglucosamine kinase bacterial type predicted (EC 2.7.1.59) homolog / Transcriptional regulator	Transcription; Carbohydrate transport and metabolism;
lmo0521	-	NC_003210.1	555660	556976	1317	438		ATG		hypothetical protein - RAST_Product: 6-phospho-beta-glucosidase (EC 3.2.1.86)	similar to 6-phospho-beta-glucosidase	6-phospho-beta-glucosidase (EC 3.2.1.86)	Carbohydrate transport and metabolism
lmo0522	+	NC_003210.1	557178	557930	753	250		ATG		hypothetical protein - RAST_Product: Phosphosugar-binding transcriptional regulator, RpiR family	similar to transcription regulator	Phosphosugar-binding transcriptional regulator, RpiR family	Transcription
lmo0523	+	NC_003210.1	558037	558480	444	147		ATG		hypothetical protein - RAST_Product: Permeases of the major facilitator superfamily	similar to B. subtilis YybC protein	Permeases of the major facilitator superfamily	Not in COGs
lmo0524	-	NC_003210.1	558526	560187	1662	553		ATG		hypothetical protein - RAST_Product: Sulfate permease	similar to putative sulfate transporter	Sulfate permease	Inorganic ion transport and metabolism
lmo0525	+	NC_003210.1	560443	561774	1332	443		ATG		hypothetical protein - RAST_Product: putative exported protein	lmo0525	putative exported protein	Function unknown
lmo0526	-	NC_003210.1	561819	562559	741	246		ATG		hypothetical protein - RAST_Product: Transcriptional regulator, MerR family	similar to transcription regulator (TipA from Streptomyces coelicolor)	Transcriptional regulator, MerR family	Transcription
lmo0527	+	NC_003210.1	562789	564264	1476	491		ATG	Operon_086	transmembrane protein		membrane protein	Not in COGs
lmo0528	+	NC_003210.1	564257	565753	1497	498		ATG	Operon_086	hypothetical protein - RAST_Product: hypothetical secreted protein	hypothetical secreted protein	hypothetical secreted protein	Function unknown
lmo0529	+	NC_003210.1	565764	567014	1251	416		ATG	Operon_086	hypothetical protein - RAST_Product: glycosyl transferase, group 2 family protein	conserved hypothetical protein similar to putative glucosaminyltransferase	glycosyl transferase, group 2 family protein	Cell wall/membrane biogenesis
lmo0530	+	NC_003210.1	567030	569081	2052	683		ATG	Operon_086	hypothetical protein - RAST_Product: FIG00774209: hypothetical protein	lmo0530	FIG00774209: hypothetical protein	Not in COGs
lmo0531	+	NC_003210.1	569094	569948	855	284		ATG	Operon_086	hypothetical protein - RAST_Product: FIG00775065: hypothetical protein	lmo0531	FIG00775065: hypothetical protein	Signal transduction mechanisms
lmo0532	+	NC_003210.1	570008	570838	831	276		ATG		hypothetical protein - RAST_Product: FIG00774364: hypothetical protein	lmo0532	FIG00774364: hypothetical protein	Secondary metabolites biosynthesis, transport and catabolism; General function prediction only;
lmo0533	+	NC_003210.1	570916	571185	270	89		GTG	Operon_087	hypothetical protein - RAST_Product: ACT domain protein	ACT domain-containing protein	ACT domain protein	Signal transduction mechanisms
lmo0534	+	NC_003210.1	571204	572559	1356	451		ATG	Operon_087	hypothetical protein - RAST_Product: FIG00774743: hypothetical protein		FIG00774743: hypothetical protein	Function unknown
lmo0535	-	NC_003210.1	572600	573568	969	322		TTG		hypothetical protein - RAST_Product: transcriptional regulator, LacI family	similar to transcription regulator (LacI family)	transcriptional regulator, LacI family	Transcription
lmo0536	+	NC_003210.1	573740	575062	1323	440		ATG		hypothetical protein - RAST_Product: 6-phospho-beta-glucosidase (EC 3.2.1.86)	similar to 6-phospho-beta-glucosidase	6-phospho-beta-glucosidase (EC 3.2.1.86)	Carbohydrate transport and metabolism
lmo0537	+	NC_003210.1	575166	576437	1272	423		ATG	Operon_088	allantoate amidohydrolase	similar to N-carbamyl-L-amino acid amidohydrolase  allantoate amidohydrolase and N-carbamoyl-L-amino acid amidohydrolase are very similar  the allantoate amidohydrolase from Escherichia coli forms a dimer and binds zinc ions for catalytic activity and catalyzes the conversion of allantoate to (S)-ureidoglycolate and ammonia  carbamoyl amidohydrolase from Bacillus sp. converts N-carbamoyl amino acids to amino acids, ammonia, and carbon dioxide	N-carbamoyl-L-amino acid hydrolase (EC 3.5.1.87)	Amino acid transport and metabolism
lmo0538	+	NC_003210.1	576403	577584	1182	393		ATG	Operon_088	hypothetical protein - RAST_Product: Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A	similar to N-acyl-L-amino acid amidohydrolase	Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A	General function prediction only
lmo0539	-	NC_003210.1	577632	578648	1017	338		ATG		tagatose 1,6-diphosphate aldolase	similar to tagatose-1,6-diphosphate aldolase  catalyzes the reversible reaction of dihydroxyacetone phosphate with glyceraldehyde 3-phosphate to produce tagatose 1,6-bisphosphate  in Streptococcus pyogenes there are two paralogs of tagatose-bisphosphate aldolase, encoded by lacD1 and lacD2  expression of lacD1 is highly regulated by environmental conditions while lacD2 specializes in an efficient utilization of carbohydrate sources	Tagatose 1,6-diphosphate aldolase (EC 4.1.2.40)	Carbohydrate transport and metabolism
lmo0540	+	NC_003210.1	578886	580079	1194	397		ATG		hypothetical protein - RAST_Product: penicillin-binding protein, putative	similar to penicillin-binding protein	penicillin-binding protein, putative	Defense/virulence mechanisms
lmo0541	-	NC_003210.1	580119	581039	921	306		ATG		hypothetical protein - RAST_Product: ABC transporter, substrate-binding protein	similar to ABC transporter (binding protein)	ABC transporter, substrate-binding protein	Inorganic ion transport and metabolism
lmo0542	-	NC_003210.1	581150	581500	351	116		ATG		hypothetical protein - RAST_Product: PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69)	similar to PTS system, glucitol/sorbitol-specific enzyme IIA component	PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69)	Carbohydrate transport and metabolism
lmo0543	-	NC_003210.1	581519	582505	987	328		ATG		hypothetical protein - RAST_Product: PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components (EC 2.7.1.69)	similar to PTS system, glucitol/sorbitol-specific enzyme IIBC component	PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components (EC 2.7.1.69)	Carbohydrate transport and metabolism
lmo0544	-	NC_003210.1	582526	583047	522	173		GTG		hypothetical protein - RAST_Product: PTS system, glucitol/sorbitol-specific IIC component (EC 2.7.1.69)	similar to PTS system, glucitol/sorbitol-specific enzyme II CII component	PTS system, glucitol/sorbitol-specific IIC component (EC 2.7.1.69)	Carbohydrate transport and metabolism
lmo0545	-	NC_003210.1	583072	583452	381	126		ATG		hypothetical protein - RAST_Product: Glucitol operon activator protein	lmo0545	Glucitol operon activator protein	Transcription
lmo0546	-	NC_003210.1	583507	584757	1251	416		ATG		hypothetical protein - RAST_Product: Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140)	similar to putative NAD(P)-dependent oxidoreductase	Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140)	Amino acid transport and metabolism
lmo0547	-	NC_003210.1	585015	585962	948	315		ATG		hypothetical protein - RAST_Product: Sorbitol operon transcription regulator	similar to B. subtilis DeoR transcriptional regulator	Sorbitol operon transcription regulator	Transcription
lmo0548	+	NC_003210.1	586329	586994	666	221		GTG		hypothetical protein - RAST_Product: FIG00774388: hypothetical protein	lmo0548	FIG00774388: hypothetical protein	Signal transduction mechanisms
lmo0549	+	NC_003210.1	587012	589033	2022	673		ATG		hypothetical protein - RAST_Product: Internalin-like protein Lmo0549 homolog	similar to internalin protein	Internalin-like protein Lmo0549 homolog	Function unknown
lmo0550	+	NC_003210.1	589066	589362	297	98		TTG		pepdidoglycan bound protein		Putative peptidoglycan bound protein (LPXTG motif) Lmo0550 homolog	Not in COGs
lmo0551	+	NC_003210.1	589406	590248	843	280		ATG		hypothetical protein - RAST_Product: extracellular protein	lmo0551	extracellular protein	Not in COGs
lmo0552	+	NC_003210.1	590324	591355	1032	343		TTG		hypothetical protein - RAST_Product: cell surface protein precursor		cell surface protein precursor	Not in COGs
lmo0553	-	NC_003210.1	591412	592047	636	211		ATG		hypothetical protein - RAST_Product: CBS domain protein	lmo0553	CBS domain protein	General function prediction only
lmo0554	+	NC_003210.1	592257	593438	1182	393		ATG	Operon_089	hypothetical protein - RAST_Product: NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	similar to NADH-dependent butanol dehydrogenase	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	Energy production and conversion
lmo0555	+	NC_003210.1	593528	595006	1479	492		TTG	Operon_089	hypothetical protein - RAST_Product: Di/tripeptide permease DtpT	similar to di-tripeptide transporter	Di/tripeptide permease DtpT	Amino acid transport and metabolism
lmo0556	+	NC_003210.1	595135	595842	708	235		ATG	Operon_090	hypothetical protein - RAST_Product: Phosphoglycerate mutase family, Lmo0556 homolog	similar to phosphoglycerate mutase	Phosphoglycerate mutase family, Lmo0556 homolog	Carbohydrate transport and metabolism
